prefix x y kind data filename
2d_ -0.0100  0.2925 median_integrated_signal nan 2d_000124.img
2d_ -0.0000  0.2925 n_spots 0 2d_000125.img
2d_ -0.0000  0.2925 total_integrated_signal 0 2d_000125.img
2d_ -0.0000  0.2925 median_integrated_signal nan 2d_000125.img
2d_  0.0100  0.2925 n_spots 0 2d_000126.img
2d_  0.0100  0.2925 total_integrated_signal 0 2d_000126.img
2d_  0.0100  0.2925 median_integrated_signal nan 2d_000126.img
2d_ -0.0700  0.2925 n_spots 0 2d_000118.img
2d_ -0.0700  0.2925 total_integrated_signal 0 2d_000118.img
2d_ -0.0700  0.2925 median_integrated_signal nan 2d_000118.img
2d_ -0.1700  0.2925 n_spots 0 2d_000108.img
2d_ -0.1700  0.2925 total_integrated_signal 0 2d_000108.img
2d_ -0.1700  0.2925 median_integrated_signal nan 2d_000108.img
2d_  0.0300  0.2925 n_spots 0 2d_000128.img
2d_  0.0300  0.2925 total_integrated_signal 0 2d_000128.img
2d_  0.0300  0.2925 median_integrated_signal nan 2d_000128.img
2d_ -0.0500  0.2925 n_spots 0 2d_000120.img
2d_ -0.0500  0.2925 total_integrated_signal 0 2d_000120.img
2d_ -0.0500  0.2925 median_integrated_signal nan 2d_000120.img
2d_ -0.2100  0.2925 n_spots 0 2d_000104.img
2d_ -0.2100  0.2925 total_integrated_signal 0 2d_000104.img
2d_ -0.2100  0.2925 median_integrated_signal nan 2d_000104.img
2d_  0.0400  0.2925 n_spots 0 2d_000129.img
2d_  0.0400  0.2925 total_integrated_signal 0 2d_000129.img
2d_  0.0400  0.2925 median_integrated_signal nan 2d_000129.img
2d_  0.0500  0.2925 n_spots 0 2d_000130.img
2d_  0.0500  0.2925 total_integrated_signal 0 2d_000130.img
2d_  0.0500  0.2925 median_integrated_signal nan 2d_000130.img
2d_ -0.0600  0.2925 n_spots 0 2d_000119.img
2d_ -0.0600  0.2925 total_integrated_signal 0 2d_000119.img
2d_ -0.0600  0.2925 median_integrated_signal nan 2d_000119.img
2d_ -0.1900  0.2925 n_spots 0 2d_000106.img
2d_ -0.1900  0.2925 total_integrated_signal 0 2d_000106.img
2d_ -0.1900  0.2925 median_integrated_signal nan 2d_000106.img
2d_ -0.1600  0.2925 n_spots 0 2d_000109.img
2d_ -0.1600  0.2925 total_integrated_signal 0 2d_000109.img
2d_ -0.1600  0.2925 median_integrated_signal nan 2d_000109.img
2d_ -0.1500  0.2925 n_spots 0 2d_000110.img
2d_ -0.1500  0.2925 total_integrated_signal 0 2d_000110.img
2d_ -0.1500  0.2925 median_integrated_signal nan 2d_000110.img
2d_  0.0700  0.2925 n_spots 0 2d_000132.img
2d_  0.0700  0.2925 total_integrated_signal 0 2d_000132.img
2d_  0.0700  0.2925 median_integrated_signal nan 2d_000132.img
2d_  0.0600  0.2925 n_spots 0 2d_000131.img
2d_  0.0600  0.2925 total_integrated_signal 0 2d_000131.img
2d_  0.0600  0.2925 median_integrated_signal nan 2d_000131.img
2d_ -0.1800  0.2925 n_spots 0 2d_000107.img
2d_ -0.1800  0.2925 total_integrated_signal 0 2d_000107.img
2d_ -0.1800  0.2925 median_integrated_signal nan 2d_000107.img
2d_ -0.1300  0.2925 n_spots 0 2d_000112.img
2d_ -0.1300  0.2925 total_integrated_signal 0 2d_000112.img
2d_ -0.1300  0.2925 median_integrated_signal nan 2d_000112.img
2d_  0.0900  0.2925 n_spots 0 2d_000134.img
2d_  0.0900  0.2925 total_integrated_signal 0 2d_000134.img
2d_  0.0900  0.2925 median_integrated_signal nan 2d_000134.img
2d_ -0.1400  0.2925 n_spots 0 2d_000111.img
2d_ -0.1400  0.2925 total_integrated_signal 0 2d_000111.img
2d_ -0.1400  0.2925 median_integrated_signal nan 2d_000111.img
2d_ -0.1000  0.2925 n_spots 0 2d_000115.img
2d_ -0.1000  0.2925 total_integrated_signal 0 2d_000115.img
2d_ -0.1000  0.2925 median_integrated_signal nan 2d_000115.img
2d_  0.0200  0.2925 n_spots 0 2d_000127.img
2d_  0.0200  0.2925 total_integrated_signal 0 2d_000127.img
2d_  0.0200  0.2925 median_integrated_signal nan 2d_000127.img
2d_ -0.1200  0.2925 n_spots 0 2d_000113.img
2d_ -0.1200  0.2925 total_integrated_signal 0 2d_000113.img
2d_ -0.1200  0.2925 median_integrated_signal nan 2d_000113.img
2d_  0.1300  0.2925 n_spots 0 2d_000138.img
2d_  0.1300  0.2925 total_integrated_signal 0 2d_000138.img
2d_  0.1300  0.2925 median_integrated_signal nan 2d_000138.img
2d_  0.1100  0.2925 n_spots 0 2d_000136.img
2d_  0.1100  0.2925 total_integrated_signal 0 2d_000136.img
2d_  0.1100  0.2925 median_integrated_signal nan 2d_000136.img
2d_  0.1400  0.2925 n_spots 0 2d_000139.img
